VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,PJ_ou_PF,SEGMENTO_INDUSTRIAL_Comércio,SEGMENTO_INDUSTRIAL_Indústria,SEGMENTO_INDUSTRIAL_Serviços,Tam_Empresa,Mes_Emissao_Documento,Dia_Emissao_Documento,Mes_Vencimento,Dia_Vencimento,Churned
33498.3,6.99,391468.0,79.0,1,0,1,0,0,10,1,10,26,0
33773.3,6.99,391468.0,79.0,1,0,1,0,0,10,5,11,6,0
33773.3,6.99,391468.0,79.0,1,0,1,0,0,10,13,11,6,0
151686.04,5.99,136317.0,96.0,1,0,1,0,1,9,16,10,2,0
75985.36,5.99,136317.0,96.0,1,0,1,0,1,9,18,10,8,0
76303.48,5.99,136317.0,96.0,1,0,1,0,1,9,19,10,5,0
52025.1,5.99,136317.0,96.0,1,0,1,0,1,9,20,10,8,0
32025.07,5.99,136317.0,96.0,1,0,1,0,1,9,20,10,8,0
128328.58,5.99,136317.0,96.0,1,0,1,0,1,9,25,10,15,0
32711.33,5.99,136317.0,96.0,1,0,1,0,1,9,26,10,15,0
76303.48,5.99,136317.0,96.0,1,0,1,0,1,9,28,10,15,0
53680.44,5.99,385234.0,92.0,1,0,1,0,1,10,10,10,26,0
30804.8,6.99,246197.0,122.0,1,0,0,1,2,9,16,10,8,0
34635.51,6.99,246197.0,122.0,1,0,0,1,2,9,19,10,10,0
34635.51,6.99,246197.0,122.0,1,0,0,1,2,9,20,10,10,0
104283.76,6.99,120574.0,99.0,1,0,0,1,2,10,7,10,29,0
48835.51,6.99,120574.0,99.0,1,0,0,1,2,10,10,10,31,0
51287.58,6.99,120574.0,99.0,1,0,0,1,2,10,14,11,5,0
90827.08,6.99,521521.0,125.0,1,1,0,0,1,9,16,10,2,0
147664.56,6.99,521521.0,125.0,1,1,0,0,1,9,18,10,15,0
83324.81,6.99,521521.0,125.0,1,1,0,0,1,9,18,10,15,0
65629.49,6.99,521521.0,125.0,1,1,0,0,1,9,19,10,15,0
36998.83,6.99,521521.0,125.0,1,1,0,0,1,9,20,10,10,0
67281.84,6.99,521521.0,125.0,1,1,0,0,1,9,20,10,15,0
20964.58,6.99,521521.0,125.0,1,1,0,0,1,9,20,10,8,0
23362.25,6.99,521521.0,125.0,1,1,0,0,1,9,23,10,9,0
47900.86,6.99,521521.0,125.0,1,1,0,0,1,9,23,10,18,0
68975.89,6.99,521521.0,125.0,1,1,0,0,1,9,23,10,15,0
14549.45,6.99,521521.0,125.0,1,1,0,0,1,9,24,10,15,0
82807.26,6.99,521521.0,125.0,1,1,0,0,1,9,25,10,22,0
86758.08,6.99,521521.0,125.0,1,1,0,0,1,9,26,10,22,0
37432.8,6.99,521521.0,125.0,1,1,0,0,1,9,27,10,17,0
15683.19,6.99,521521.0,125.0,1,1,0,0,1,9,28,10,23,0
78001.13,6.99,521521.0,125.0,1,1,0,0,1,9,28,10,23,0
49098.08,6.99,521521.0,125.0,1,1,0,0,1,9,28,10,23,0
37141.96,6.99,295951.0,125.0,1,1,0,0,1,10,3,10,23,0
120836.12,6.99,295951.0,125.0,1,1,0,0,1,10,3,10,29,0
154869.26,6.99,295951.0,125.0,1,1,0,0,1,10,3,10,19,0
106779.83,6.99,295951.0,125.0,1,1,0,0,1,10,7,11,1,0
58021.3,6.99,295951.0,125.0,1,1,0,0,1,10,9,10,29,0
14179.72,6.99,295951.0,125.0,1,1,0,0,1,10,10,10,30,0
61045.09,6.99,295951.0,125.0,1,1,0,0,1,10,10,11,5,0
14749.76,6.99,295951.0,125.0,1,1,0,0,1,10,11,10,31,0
81393.46,6.99,295951.0,125.0,1,1,0,0,1,10,14,11,8,0
81082.46,6.99,295951.0,125.0,1,1,0,0,1,10,15,11,9,0
20731.54,6.99,295951.0,125.0,1,1,0,0,1,10,16,11,5,0
75131.03,11.99,87491.0,106.0,1,0,0,1,0,9,16,10,8,0
78467.15,11.99,87491.0,106.0,1,0,0,1,0,9,17,10,8,0
37904.05,4.99,185040.0,101.0,1,0,0,1,0,9,16,10,2,0
32810.4,4.99,185040.0,101.0,1,0,0,1,0,9,22,10,9,0
54337.95,4.99,185040.0,101.0,1,0,0,1,0,9,25,10,11,0
37348.7,4.99,185040.0,101.0,1,0,0,1,0,9,26,10,15,0
33525.0,4.99,138126.0,96.0,1,0,0,1,0,10,4,10,22,0
63389.8,4.99,138126.0,96.0,1,0,0,1,0,10,5,10,22,0
41438.76,4.99,596408.0,114.0,1,0,0,1,1,9,16,10,8,0
34523.85,4.99,596408.0,114.0,1,0,0,1,1,9,18,10,10,0
35057.74,4.99,596408.0,114.0,1,0,0,1,1,9,25,10,17,0
50028.92,4.99,596408.0,114.0,1,0,0,1,1,9,25,10,17,0
35805.1,4.99,137602.0,118.0,1,0,0,1,1,10,2,10,24,0
43177.14,4.99,137602.0,118.0,1,0,0,1,1,10,4,10,26,0
86487.69,4.99,137602.0,118.0,1,0,0,1,1,10,7,10,29,0
84296.48,4.99,137602.0,118.0,1,0,0,1,1,10,7,10,29,0
40874.39,4.99,137602.0,118.0,1,0,0,1,1,10,11,11,5,0
41514.09,4.99,137602.0,118.0,1,0,0,1,1,10,11,11,5,0
21091.1,4.99,137602.0,118.0,1,0,0,1,1,10,14,11,5,0
55021.23,5.99,106365.0,141.0,1,1,0,0,1,9,16,10,8,0
41831.69,5.99,106365.0,141.0,1,1,0,0,1,9,22,10,16,0
45192.7,4.99,277371.0,89.0,1,0,0,1,1,9,16,10,3,0
20530.45,4.99,277371.0,89.0,1,0,0,1,1,9,18,10,5,0
20530.45,4.99,277371.0,89.0,1,0,0,1,1,9,20,10,8,0
49169.39,4.99,277371.0,89.0,1,0,0,1,1,9,21,10,8,0
81297.85,11.99,323656.0,120.0,1,0,0,1,2,9,16,10,16,0
97496.5,11.99,323656.0,120.0,1,0,0,1,2,9,17,10,22,0
77924.0,11.99,323656.0,120.0,1,0,0,1,2,9,22,10,23,0
77924.0,11.99,323656.0,120.0,1,0,0,1,2,9,27,10,30,0
64280.0,11.99,195950.0,122.0,1,0,0,1,2,10,3,11,5,0
14578.44,11.99,195950.0,122.0,1,0,0,1,2,10,7,11,21,0
48285.0,11.99,195950.0,122.0,1,0,0,1,2,10,8,11,8,0
2325.24,11.99,195950.0,122.0,1,0,0,1,2,10,9,11,5,1
74448.0,11.99,195950.0,122.0,1,0,0,1,2,10,11,11,12,0
148887.0,11.99,195950.0,122.0,1,0,0,1,2,10,16,11,21,0
21124.8,5.99,146147.0,122.0,1,1,0,0,2,9,16,10,2,0
12247.65,5.99,146147.0,122.0,1,1,0,0,2,9,16,10,2,0
23995.3,5.99,146147.0,122.0,1,1,0,0,2,9,16,10,2,0
30804.8,5.99,146147.0,122.0,1,1,0,0,2,9,18,10,4,0
11997.65,5.99,146147.0,122.0,1,1,0,0,2,9,20,10,8,0
20749.4,5.99,146147.0,122.0,1,1,0,0,2,9,23,10,9,0
17033.6,5.99,146147.0,122.0,1,1,0,0,2,9,26,10,15,0
20694.45,5.99,146147.0,122.0,1,1,0,0,2,9,26,10,15,0
16754.05,5.99,146147.0,122.0,1,1,0,0,2,9,26,10,15,0
12937.25,5.99,143222.0,122.0,1,1,0,0,2,10,1,10,17,0
2412.25,5.99,143222.0,122.0,1,1,0,0,2,10,3,10,19,0
21112.65,5.99,143222.0,122.0,1,1,0,0,2,10,4,10,22,0
12687.25,5.99,143222.0,122.0,1,1,0,0,2,10,4,10,22,0
20905.55,5.99,143222.0,122.0,1,1,0,0,2,10,5,10,23,0
16764.25,5.99,143222.0,122.0,1,1,0,0,2,10,7,10,23,0
20460.85,5.99,143222.0,122.0,1,1,0,0,2,10,11,10,29,0
20085.85,5.99,143222.0,122.0,1,1,0,0,2,10,13,10,30,0
25476.0,5.99,143222.0,122.0,1,1,0,0,2,10,13,10,30,0
16282.4,5.99,143222.0,122.0,1,1,0,0,2,10,15,10,31,0
12638.2,5.99,143222.0,122.0,1,1,0,0,2,10,15,10,31,0
20041.1,5.99,143222.0,122.0,1,1,0,0,2,10,15,10,31,0
55003.9,6.99,217533.0,110.0,1,0,0,1,1,9,16,10,5,0
1108.92,6.99,217533.0,110.0,1,0,0,1,1,9,16,10,31,0
69272.24,6.99,217533.0,110.0,1,0,0,1,1,9,20,10,9,0
54623.57,6.99,217533.0,110.0,1,0,0,1,1,9,23,10,16,0
80738.89,6.99,344617.0,108.0,1,0,0,1,1,10,1,10,22,0
47939.62,6.99,344617.0,108.0,1,0,0,1,1,10,4,10,23,0
38246.34,6.99,344617.0,108.0,1,0,0,1,1,10,4,10,23,0
135503.89,6.99,344617.0,108.0,1,0,0,1,1,10,7,10,26,0
52004.96,5.99,196959.0,126.0,1,0,1,0,0,9,16,10,4,0
40945.26,5.99,196959.0,126.0,1,0,1,0,0,9,24,10,15,0
31426.06,5.99,576435.0,130.0,1,0,1,0,0,10,3,10,22,0
31427.96,5.99,576435.0,130.0,1,0,1,0,0,10,9,10,29,0
24450.54,5.99,770858.0,93.0,1,1,0,0,1,9,16,10,8,0
23948.4,5.99,770858.0,93.0,1,1,0,0,1,9,17,10,8,0
62067.89,5.99,770858.0,93.0,1,1,0,0,1,9,18,10,8,0
65998.02,5.99,770858.0,93.0,1,1,0,0,1,9,19,10,9,0
58428.74,5.99,770858.0,93.0,1,1,0,0,1,9,26,10,16,0
57876.38,5.99,770858.0,93.0,1,1,0,0,1,9,30,10,22,0
63333.09,5.99,214445.0,90.0,1,1,0,0,1,10,2,10,22,0
59257.29,5.99,214445.0,90.0,1,1,0,0,1,10,7,10,29,0
65041.4,11.99,142382.0,104.0,1,1,0,0,1,9,16,10,2,0
56876.25,11.99,142382.0,104.0,1,1,0,0,1,9,19,10,5,0
1936.0,11.99,142382.0,104.0,1,1,0,0,1,9,20,11,5,0
48739.75,11.99,142382.0,104.0,1,1,0,0,1,9,24,10,10,0
65320.65,11.99,142382.0,104.0,1,1,0,0,1,9,25,10,11,0
25545.3,11.99,161928.0,107.0,1,1,0,0,1,10,1,10,17,0
24046.5,4.99,53021.0,120.0,1,0,1,0,2,9,16,10,2,0
12378.26,4.99,53021.0,120.0,1,0,1,0,2,9,28,10,15,0
12395.15,4.99,417775.0,129.0,1,0,1,0,2,10,10,10,26,0
17894.55,4.99,417775.0,129.0,1,0,1,0,2,10,10,10,26,0
17399.45,4.99,417775.0,129.0,1,0,1,0,2,10,16,11,1,0
64764.2,5.99,360628.0,113.0,1,1,0,0,0,9,16,10,2,0
16816.85,5.99,360628.0,113.0,1,1,0,0,0,9,19,10,5,0
945.6,5.99,188677.0,85.0,1,1,0,0,0,10,2,11,5,0
16389.25,6.99,183447.0,101.0,1,0,0,1,2,9,16,10,8,0
111871.43,6.99,183447.0,101.0,1,0,0,1,2,9,16,10,8,0
70576.71,6.99,288699.0,108.0,1,0,1,0,1,9,16,10,4,0
23765.9,6.99,45412.0,113.0,1,0,1,0,1,10,9,10,25,0
52973.24,6.99,45412.0,113.0,1,0,1,0,1,10,10,10,29,0
68735.05,6.99,45412.0,113.0,1,0,1,0,1,10,16,11,5,0
105279.47,6.99,357072.0,120.0,1,1,0,0,2,9,16,10,4,0
1341.0,6.99,174917.0,116.0,1,1,0,0,2,10,2,11,5,0
22214.35,8.99,119484.0,89.0,1,0,1,0,1,9,16,10,2,0
35064.7,8.99,119484.0,89.0,1,0,1,0,1,9,16,10,2,0
12938.29,8.99,119484.0,89.0,1,0,1,0,1,9,20,10,9,0
360.0,8.99,119484.0,89.0,1,0,1,0,1,9,23,11,7,0
71206.8,8.99,119484.0,89.0,1,0,1,0,1,9,26,10,15,0
53405.1,8.99,119484.0,89.0,1,0,1,0,1,9,27,10,16,0
70030.4,8.99,119484.0,89.0,1,0,1,0,1,9,27,10,16,0
70192.2,8.99,208861.0,87.0,1,0,1,0,1,10,1,10,17,0
13631.45,8.99,208861.0,87.0,1,0,1,0,1,10,2,10,18,0
27262.9,8.99,208861.0,87.0,1,0,1,0,1,10,7,10,23,0
35096.1,8.99,208861.0,87.0,1,0,1,0,1,10,11,10,29,0
68137.4,8.99,208861.0,87.0,1,0,1,0,1,10,15,10,31,0
61030.8,6.99,670906.0,103.0,1,1,0,0,2,9,16,10,2,0
65381.7,6.99,670906.0,103.0,1,1,0,0,2,9,17,10,3,0
66181.71,6.99,670906.0,103.0,1,1,0,0,2,9,27,10,15,0
29084.9,6.99,712360.0,105.0,1,1,0,0,2,10,7,10,23,0
69659.9,6.99,712360.0,105.0,1,1,0,0,2,10,11,10,29,0
25106.7,6.99,712360.0,105.0,1,1,0,0,2,10,14,10,30,0
69504.75,5.99,222045.0,129.0,1,0,1,0,0,9,16,10,10,0
20649.55,11.99,616577.0,117.0,1,1,0,0,0,9,16,10,2,0
19820.4,11.99,201646.0,118.0,1,1,0,0,0,10,11,10,29,0
60525.42,4.99,203123.0,103.0,1,0,0,1,2,9,16,10,3,0
100175.75,4.99,203123.0,103.0,1,0,0,1,2,9,21,10,8,0
1182.0,4.99,359690.0,96.0,1,0,0,1,2,10,2,11,5,0
60648.3,4.99,359690.0,96.0,1,0,0,1,2,10,5,10,22,0
59640.42,4.99,359690.0,96.0,1,0,0,1,2,10,14,10,31,0
41814.89,4.99,195322.0,108.0,1,0,0,1,1,9,16,10,8,0
34335.84,4.99,195322.0,108.0,1,0,0,1,1,9,18,10,8,0
34335.84,4.99,195322.0,108.0,1,0,0,1,1,9,26,10,16,0
50258.09,4.99,553583.0,110.0,1,0,0,1,1,10,9,10,29,0
13702.65,6.99,105554.0,71.0,1,0,0,1,0,9,16,10,8,0
18707.43,6.99,105554.0,71.0,1,0,0,1,0,9,19,10,9,0
18707.43,6.99,105554.0,71.0,1,0,0,1,0,9,23,10,15,0
18685.66,6.99,105554.0,71.0,1,0,0,1,0,9,26,10,16,0
18202.03,6.99,126440.0,71.0,1,0,0,1,0,10,3,10,23,0
13952.81,6.99,126440.0,71.0,1,0,0,1,0,10,3,10,23,0
13571.53,6.99,126440.0,71.0,1,0,0,1,0,10,7,10,29,0
43695.54,6.99,197987.0,121.0,1,0,0,1,2,9,16,10,8,0
17696.97,6.99,197987.0,121.0,1,0,0,1,2,9,20,10,15,0
21898.07,6.99,197987.0,121.0,1,0,0,1,2,9,20,10,15,0
21898.07,6.99,197987.0,121.0,1,0,0,1,2,9,21,10,15,0
17696.97,6.99,197987.0,121.0,1,0,0,1,2,9,24,10,16,0
17834.9,6.99,197987.0,121.0,1,0,0,1,2,9,27,10,22,0
21877.75,6.99,640789.0,119.0,1,0,0,1,2,10,1,10,23,0
17596.37,6.99,640789.0,119.0,1,0,0,1,2,10,3,10,25,0
42551.1,6.99,640789.0,119.0,1,0,0,1,2,10,10,11,1,0
42551.1,6.99,640789.0,119.0,1,0,0,1,2,10,11,11,5,0
42551.1,6.99,640789.0,119.0,1,0,0,1,2,10,15,11,6,0
17333.6,6.99,640789.0,119.0,1,0,0,1,2,10,15,11,6,0
34667.21,6.99,640789.0,119.0,1,0,0,1,2,10,16,11,7,0
12145.0,4.99,160816.0,90.0,1,0,0,1,1,9,16,10,2,0
21195.0,4.99,160816.0,90.0,1,0,0,1,1,9,18,10,4,0
20570.0,4.99,160816.0,90.0,1,0,0,1,1,9,26,10,15,0
20520.0,4.99,160816.0,90.0,1,0,0,1,1,9,28,10,15,0
12882.5,4.99,44691.0,86.0,1,0,0,1,1,10,2,10,18,0
16964.3,4.99,44691.0,86.0,1,0,0,1,1,10,8,10,24,0
60485.85,6.99,187688.0,141.0,1,0,1,0,2,9,16,10,8,0
21885.4,6.99,187688.0,141.0,1,0,1,0,2,9,18,10,4,0
42697.78,6.99,187688.0,141.0,1,0,1,0,2,9,19,10,5,0
16170.3,6.99,187688.0,141.0,1,0,1,0,2,9,23,10,9,1
9764.88,6.99,187688.0,141.0,1,0,1,0,2,9,28,10,15,0
70938.35,6.99,187688.0,141.0,1,0,1,0,2,9,30,10,16,0
25873.12,6.99,426565.0,141.0,1,0,1,0,2,10,1,10,17,0
16170.7,6.99,426565.0,141.0,1,0,1,0,2,10,3,10,19,0
21687.0,6.99,426565.0,141.0,1,0,1,0,2,10,5,10,22,0
34699.2,6.99,426565.0,141.0,1,0,1,0,2,10,7,10,23,0
56487.23,6.99,426565.0,141.0,1,0,1,0,2,10,8,10,24,0
48395.8,6.99,426565.0,141.0,1,0,1,0,2,10,11,10,29,0
43077.1,6.99,426565.0,141.0,1,0,1,0,2,10,11,10,29,0
54991.45,6.99,426565.0,141.0,1,0,1,0,2,10,16,11,5,0
46851.0,6.99,426565.0,141.0,1,0,1,0,2,10,16,11,5,0
22427.25,5.99,16913.0,115.0,1,0,0,1,0,9,16,10,8,0
35608.11,5.99,16913.0,115.0,1,0,0,1,0,9,23,10,15,0
17988.49,5.99,236447.0,93.0,1,0,0,1,0,10,8,10,29,0
150427.3,4.99,239659.0,96.0,1,0,0,1,0,9,16,10,2,0
42038.16,4.99,239659.0,96.0,1,0,0,1,0,9,26,10,15,0
153400.36,4.99,310030.0,98.0,1,0,0,1,0,10,3,10,19,0
32897.6,4.99,496569.0,106.0,1,0,0,1,2,9,16,10,4,0
28107.7,6.99,237491.0,93.0,1,0,1,0,1,9,16,10,2,0
67167.48,6.99,237491.0,93.0,1,0,1,0,1,9,20,10,8,0
79213.98,6.99,237491.0,93.0,1,0,1,0,1,9,27,10,15,0
16871.14,5.99,167218.0,88.0,1,0,0,1,0,9,16,10,11,0
20942.11,5.99,167218.0,88.0,1,0,0,1,0,9,19,10,15,0
15717.4,5.99,167218.0,88.0,1,0,0,1,0,9,21,10,8,0
15973.9,5.99,167218.0,88.0,1,0,0,1,0,9,27,10,16,0
21136.26,5.99,248774.0,96.0,1,0,0,1,0,10,2,10,29,0
41263.94,5.99,248774.0,96.0,1,0,0,1,0,10,4,10,30,0
21043.47,5.99,248774.0,96.0,1,0,0,1,0,10,7,11,5,0
42038.16,5.99,248774.0,96.0,1,0,0,1,0,10,11,11,6,0
39401.58,5.99,248774.0,96.0,1,0,0,1,0,10,16,11,12,0
99597.26,5.99,228480.0,119.0,1,1,0,0,2,9,16,10,8,0
82630.82,5.99,228480.0,119.0,1,1,0,0,2,9,19,10,8,0
60958.5,5.99,228480.0,119.0,1,1,0,0,2,9,26,10,15,0
82222.77,5.99,404906.0,132.0,1,1,0,0,2,10,7,10,29,0
2990.13,6.99,119453.0,130.0,1,1,0,0,2,9,16,10,26,0
40084.19,6.99,245072.0,125.0,1,1,0,0,2,9,16,10,2,0
141868.84,6.99,245072.0,125.0,1,1,0,0,2,9,17,10,3,0
132278.65,6.99,245072.0,125.0,1,1,0,0,2,9,19,10,5,0
28922.06,6.99,245072.0,125.0,1,1,0,0,2,9,24,10,10,0
113099.46,6.99,245072.0,125.0,1,1,0,0,2,9,26,10,15,0
138778.95,6.99,600765.0,119.0,1,1,0,0,2,10,2,10,18,0
141761.85,6.99,600765.0,119.0,1,1,0,0,2,10,3,10,19,0
97380.35,6.99,600765.0,119.0,1,1,0,0,2,10,4,10,22,0
140716.35,6.99,600765.0,119.0,1,1,0,0,2,10,9,10,25,0
144641.1,6.99,600765.0,119.0,1,1,0,0,2,10,12,10,29,0
40858.2,6.99,600765.0,119.0,1,1,0,0,2,10,12,10,29,0
48210.75,6.99,600765.0,119.0,1,1,0,0,2,10,13,10,30,0
40858.2,6.99,600765.0,119.0,1,1,0,0,2,10,14,10,30,0
137756.4,6.99,600765.0,119.0,1,1,0,0,2,10,16,11,1,0
100071.9,8.99,487367.0,149.0,1,0,1,0,1,9,16,10,22,0
1397.22,8.99,92155.0,146.0,1,0,1,0,1,10,9,12,17,1
100097.1,8.99,92155.0,146.0,1,0,1,0,1,10,9,11,13,0
2356.06,8.99,92155.0,146.0,1,0,1,0,1,10,9,11,5,1
28290.5,5.99,183208.0,105.0,1,0,1,0,2,9,16,10,2,0
23263.59,5.99,183208.0,105.0,1,0,1,0,2,9,21,10,8,0
63192.0,5.99,183208.0,105.0,1,0,1,0,2,9,27,10,15,0
58493.55,5.99,183208.0,105.0,1,0,1,0,2,9,28,10,15,0
39413.6,5.99,330009.0,111.0,1,0,1,0,2,10,5,10,22,0
21131.9,11.99,141083.0,127.0,1,0,1,0,1,9,16,10,3,0
16412.91,11.99,141083.0,127.0,1,0,1,0,1,9,18,10,9,0
21187.1,11.99,141083.0,127.0,1,0,1,0,1,9,20,10,9,0
16413.11,11.99,141083.0,127.0,1,0,1,0,1,9,30,10,23,0
31994.42,11.99,86618.0,122.0,1,0,1,0,1,10,14,11,6,0
9814.02,11.99,260432.0,100.0,1,1,0,0,1,9,16,10,31,0
74341.3,11.99,260432.0,100.0,1,1,0,0,1,9,16,10,22,0
119028.75,11.99,260432.0,100.0,1,1,0,0,1,9,17,10,23,0
31136.18,11.99,260432.0,100.0,1,1,0,0,1,9,18,10,10,0
101071.1,11.99,260432.0,100.0,1,1,0,0,1,9,19,10,25,0
43534.53,11.99,260432.0,100.0,1,1,0,0,1,9,19,10,25,0
77629.43,11.99,260432.0,100.0,1,1,0,0,1,9,19,10,25,0
50232.15,11.99,260432.0,100.0,1,1,0,0,1,9,19,10,25,0
193360.98,11.99,260432.0,100.0,1,1,0,0,1,9,21,10,29,0
73343.82,11.99,260432.0,100.0,1,1,0,0,1,9,21,10,29,0
101227.9,11.99,260432.0,100.0,1,1,0,0,1,9,23,10,29,0
44078.53,11.99,260432.0,100.0,1,1,0,0,1,9,23,10,15,0
74011.3,11.99,260432.0,100.0,1,1,0,0,1,9,24,10,30,0
50917.35,11.99,260432.0,100.0,1,1,0,0,1,9,24,10,30,0
101834.7,11.99,260432.0,100.0,1,1,0,0,1,9,24,10,30,0
37089.52,11.99,260432.0,100.0,1,1,0,0,1,9,25,10,31,0
9908.65,11.99,260432.0,100.0,1,1,0,0,1,9,25,11,9,0
200028.6,11.99,260432.0,100.0,1,1,0,0,1,9,26,11,1,0
78073.27,11.99,260432.0,100.0,1,1,0,0,1,9,26,11,1,0
62780.57,11.99,260432.0,100.0,1,1,0,0,1,9,26,10,18,0
50007.15,11.99,260432.0,100.0,1,1,0,0,1,9,26,11,1,0
73647.22,11.99,260432.0,100.0,1,1,0,0,1,9,28,11,5,0
50917.35,11.99,260432.0,100.0,1,1,0,0,1,9,30,11,5,0
50007.15,11.99,260432.0,100.0,1,1,0,0,1,9,30,11,5,0
50310.55,11.99,234914.0,105.0,1,1,0,0,1,10,1,11,6,0
50613.95,11.99,234914.0,105.0,1,1,0,0,1,10,3,11,8,0
73707.9,11.99,234914.0,105.0,1,1,0,0,1,10,4,11,9,0
73343.82,11.99,234914.0,105.0,1,1,0,0,1,10,4,11,9,0
101531.3,11.99,234914.0,105.0,1,1,0,0,1,10,5,11,12,0
50917.35,11.99,234914.0,105.0,1,1,0,0,1,10,5,11,12,0
200028.6,11.99,234914.0,105.0,1,1,0,0,1,10,6,11,13,0
53947.76,11.99,234914.0,105.0,1,1,0,0,1,10,7,11,12,0
73647.22,11.99,234914.0,105.0,1,1,0,0,1,10,7,11,12,0
73950.62,11.99,234914.0,105.0,1,1,0,0,1,10,8,11,13,0
200028.6,11.99,234914.0,105.0,1,1,0,0,1,10,11,11,16,0
203669.4,11.99,234914.0,105.0,1,1,0,0,1,10,11,11,16,0
196880.42,11.99,234914.0,105.0,1,1,0,0,1,10,12,11,19,0
50613.95,11.99,234914.0,105.0,1,1,0,0,1,10,12,11,19,0
97536.2,11.99,234914.0,105.0,1,1,0,0,1,10,15,11,20,0
49374.9,11.99,234914.0,105.0,1,1,0,0,1,10,16,11,21,0
71749.04,11.99,234914.0,105.0,1,1,0,0,1,10,16,11,21,0
53306.68,5.99,90233.0,152.0,1,1,0,0,1,9,16,10,2,0
43431.9,5.99,90233.0,152.0,1,1,0,0,1,9,27,10,15,0
16788.2,5.99,355870.0,122.0,1,0,0,1,2,9,16,10,2,0
6715.34,5.99,400175.0,99.0,1,0,0,1,2,10,2,10,18,0
16788.35,5.99,400175.0,99.0,1,0,0,1,2,10,9,10,25,0
53117.85,4.99,298324.0,78.0,1,0,1,0,2,9,16,10,2,0
98330.6,4.99,298324.0,78.0,1,0,1,0,2,9,23,10,9,0
91232.5,4.99,298324.0,78.0,1,0,1,0,2,9,26,10,15,0
58132.75,4.99,298324.0,78.0,1,0,1,0,2,9,28,10,15,0
25200.6,4.99,45507.0,82.0,1,0,1,0,2,10,8,10,24,0
24900.59,4.99,45507.0,82.0,1,0,1,0,2,10,9,10,25,0
47643.55,5.99,226334.0,117.0,1,1,0,0,1,9,16,10,4,0
21629.95,5.99,226334.0,117.0,1,1,0,0,1,9,17,10,5,0
77780.39,5.99,59902.0,100.0,1,1,0,0,1,10,15,11,5,0
32734.7,4.99,552537.0,92.0,1,0,0,1,1,9,16,10,11,0
65799.77,4.99,552537.0,92.0,1,0,0,1,1,9,16,10,8,0
32734.49,4.99,552537.0,92.0,1,0,0,1,1,9,23,10,18,0
32734.9,4.99,552537.0,92.0,1,0,0,1,1,9,26,10,22,0
65121.83,4.99,552537.0,92.0,1,0,0,1,1,9,30,10,22,0
15979.19,4.99,499688.0,97.0,1,0,0,1,1,10,16,11,12,0
46655.04,4.99,132078.0,111.0,1,0,1,0,2,9,16,10,3,0
20926.15,4.99,132078.0,111.0,1,0,1,0,2,9,30,10,16,0
12369.32,4.99,132078.0,111.0,1,0,1,0,2,9,30,10,17,0
12580.48,4.99,254207.0,114.0,1,0,1,0,2,10,4,10,22,0
24770.99,4.99,254207.0,114.0,1,0,1,0,2,10,10,10,29,0
20396.3,4.99,254207.0,114.0,1,0,1,0,2,10,10,10,26,0
33691.7,4.99,63597.0,110.0,1,0,0,1,2,9,16,10,31,0
89505.26,5.99,228480.0,119.0,1,1,0,0,2,9,16,10,8,0
40574.99,6.99,139357.0,99.0,1,0,1,0,0,9,16,10,8,0
87676.45,6.99,139357.0,99.0,1,0,1,0,0,9,20,10,10,1
25876.33,6.99,139357.0,99.0,1,0,1,0,0,9,30,10,22,0
93037.69,6.99,178218.0,98.0,1,0,1,0,0,10,2,10,24,0
945.6,6.99,178218.0,98.0,1,0,1,0,0,10,2,11,5,1
3032.4,6.99,178218.0,98.0,1,0,1,0,0,10,9,11,5,1
87734.75,6.99,178218.0,98.0,1,0,1,0,0,10,11,10,31,1
45208.74,6.99,178218.0,98.0,1,0,1,0,0,10,11,10,31,1
28467.2,6.99,520400.0,94.0,1,1,0,0,1,9,16,10,2,0
85401.59,6.99,520400.0,94.0,1,1,0,0,1,9,20,10,10,0
28822.19,6.99,520400.0,94.0,1,1,0,0,1,9,24,10,10,0
49678.84,6.99,520400.0,94.0,1,1,0,0,1,9,30,10,16,0
1182.0,6.99,672772.0,100.0,1,1,0,0,1,10,2,11,5,0
46390.35,6.99,672772.0,100.0,1,1,0,0,1,10,8,10,24,0
59239.0,4.99,622671.0,126.0,1,0,0,1,1,9,16,10,2,0
13692.98,4.99,622671.0,126.0,1,0,0,1,1,9,17,10,3,0
60038.98,4.99,622671.0,126.0,1,0,0,1,1,9,23,10,9,0
14193.0,4.99,268707.0,115.0,1,0,0,1,1,10,3,10,19,0
51567.5,4.99,268707.0,115.0,1,0,0,1,1,10,5,10,22,0
72696.99,4.99,268707.0,115.0,1,0,0,1,1,10,13,10,30,0
59029.99,4.99,268707.0,115.0,1,0,0,1,1,10,15,10,31,0
30205.47,5.99,233895.0,98.0,1,0,1,0,2,9,16,10,8,0
30536.44,5.99,220028.0,99.0,1,0,1,0,2,10,11,11,1,0
68444.73,5.99,220028.0,99.0,1,0,1,0,2,10,14,11,5,0
50738.25,6.99,388525.0,95.0,1,1,0,0,2,9,16,10,2,0
26020.0,6.99,74984.0,97.0,1,1,0,0,2,10,8,10,24,0
55544.49,11.99,546961.0,79.0,1,1,0,0,1,9,16,10,8,0
