ID_CLIENTE,SAFRA_REF,VALOR_A_PAGAR,TAXA,Mes_Emissao_Documento,Dia_Emissao_Documento,Mes_Vencimento,Dia_Vencimento,Inadimplencia,Probalidade %
2407532237672094312,2021-08,62073.45,5.99,8,16,9,1,0,0.0
5687511145009775604,2021-08,945.6,6.99,8,5,9,6,0,0.2202619047619048
696014079855281037,2021-08,98759.36,5.99,8,5,8,23,0,0.0
1708019696828098378,2021-08,22134.49,5.99,8,5,8,23,0,0.0
1708019696828098378,2021-08,29404.45,5.99,8,5,8,23,0,0.0
9206030810342980458,2021-08,801.0,5.99,8,5,9,6,1,0.63
9206030810342980458,2021-08,47128.3,5.99,8,12,8,30,0,0.04
2778852475840838977,2021-08,42840.0,4.99,8,5,9,6,0,0.09
1106971614386004604,2021-08,999.0,11.99,8,5,9,6,0,0.22
3045840317107313913,2021-08,117344.35,6.99,8,5,8,23,0,0.0
3045840317107313913,2021-08,81764.85,6.99,8,8,8,24,0,0.0
6754039979151386401,2021-08,27807.5,5.99,8,5,8,23,0,0.0
6754039979151386401,2021-08,21876.08,5.99,8,11,8,30,0,0.01
6754039979151386401,2021-08,66547.39,5.99,8,15,9,2,0,0.01
8004409125524742779,2021-08,243617.6,5.99,8,5,8,23,0,0.1
8004409125524742779,2021-08,243546.8,5.99,8,8,8,24,0,0.11
8004409125524742779,2021-08,166710.6,5.99,8,16,9,1,0,0.0
1741049493106216406,2021-08,999.0,8.99,8,5,9,6,0,0.16535714285714284
4335865859049992260,2021-08,76915.18,4.99,8,5,8,23,0,0.0
4335865859049992260,2021-08,50918.0,4.99,8,12,8,30,0,0.03
4335865859049992260,2021-08,21733.45,4.99,8,15,8,31,0,0.0
8623308321032624474,2021-08,899.0,6.99,8,5,9,6,0,0.23026190476190478
8623308321032624474,2021-08,52197.62,6.99,8,9,8,30,0,0.01
3516294920850464913,2021-08,38589.2,5.99,8,5,9,20,0,0.18
1052398277967427422,2021-08,499.0,6.99,8,5,9,6,0,0.46
1334091158016312155,2021-08,26155.05,5.99,8,6,8,23,0,0.0
6486277549325701534,2021-08,20697.5,11.99,8,6,8,25,0,0.04
6486277549325701534,2021-08,20704.99,11.99,8,11,8,30,0,0.01
6486277549325701534,2021-08,20697.5,11.99,8,13,9,1,0,0.0
1423952977138155129,2021-08,42792.0,6.99,8,6,8,23,0,0.0
1423952977138155129,2021-08,64188.0,6.99,8,9,8,27,0,0.07
1956406515279457110,2021-08,107980.0,6.99,8,6,10,11,0,0.36
1956406515279457110,2021-08,107980.0,6.99,8,12,9,8,0,0.06
1956406515279457110,2021-08,150069.51,6.99,8,13,9,8,0,0.01
7142043104834932013,2021-08,112296.6,5.99,8,6,8,25,0,0.01
7142043104834932013,2021-08,111643.23,5.99,8,8,8,26,0,0.0
2785178201607654410,2021-08,121504.6,4.99,8,6,8,23,0,0.0
3472934456083131714,2021-08,68413.2,5.99,8,6,8,23,0,0.0
3472934456083131714,2021-08,20584.1,5.99,8,8,8,24,0,0.01
5487870288449327165,2021-08,85060.5,5.99,8,6,8,23,0,0.01
6528158819463595826,2021-08,76481.05,5.99,8,6,8,24,0,0.01
8163895533020293251,2021-08,8663.79,6.99,8,6,8,31,0,0.17
8163895533020293251,2021-08,6294.74,6.99,8,10,9,6,0,0.34
4660230701075746534,2021-08,3001.6,6.99,8,7,9,1,0,0.262
4660230701075746534,2021-08,4855.31,6.99,8,10,9,6,0,0.39
6842075380768862290,2021-08,12481.5,6.99,8,8,8,24,0,0.0
7911162482760986289,2021-08,42010.0,4.99,8,8,9,8,0,0.19
8729164666041467296,2021-08,151550.0,5.99,8,8,9,22,0,0.03
521351744568531135,2021-08,20480.75,11.99,8,8,8,24,0,0.0
1166653268490470189,2021-08,40600.0,11.99,8,8,8,23,0,0.04
1166653268490470189,2021-08,40600.0,11.99,8,12,8,27,0,0.07
7076661330300123587,2021-08,35440.0,6.99,8,8,8,24,0,0.02
531805620371082364,2021-08,41067.83,5.99,8,8,8,24,0,0.05
4165983075385227812,2021-08,63968.91,4.99,8,8,8,25,0,0.01
4165983075385227812,2021-08,28748.83,4.99,8,11,8,30,0,0.0
4165983075385227812,2021-08,42472.31,4.99,8,15,9,1,0,0.0
665505091521986356,2021-08,72758.3,5.99,8,8,8,26,0,0.0
1687017009357941608,2021-08,7718.3,5.99,8,9,9,13,0,0.19
2773493808492482979,2021-08,68158.36,5.99,8,9,8,30,0,0.15
4662079815415471798,2021-08,15000.0,5.99,8,9,10,27,0,0.05
5574997762710520717,2021-08,27952.2,4.99,8,9,8,25,0,0.0
1207306324957395736,2021-08,49665.21,8.99,8,9,9,23,0,0.03
3915426102465954493,2021-08,21741.85,5.99,8,9,8,25,0,0.0
1093053069479288753,2021-08,119548.92,11.99,8,9,8,25,0,0.01
4569866309119931805,2021-08,87112.65,11.99,8,9,8,25,0,0.02
4351694415353093046,2021-08,14930.84,6.99,8,9,9,23,0,0.01
5255460548789019114,2021-08,34198.32,4.99,8,9,8,26,0,0.0
8826489829259520138,2021-08,41648.85,5.99,8,9,8,25,0,0.0
3592461881055047578,2021-08,20906.51,4.99,8,9,8,31,0,0.03
6987942592445950913,2021-08,88518.55,8.99,8,9,8,25,0,0.01
1467843186411742274,2021-08,58311.1,4.99,8,9,8,25,0,0.0
1467843186411742274,2021-08,102071.25,4.99,8,15,8,31,0,0.0
39547025441582855,2021-08,54432.92,4.99,8,9,8,26,0,0.03
39547025441582855,2021-08,54739.0,4.99,8,12,8,30,0,0.1
873223039957991123,2021-08,266790.0,6.99,8,9,8,31,0,0.17
7671566034617837932,2021-08,65145.66,6.99,8,9,8,26,0,0.01
7671566034617837932,2021-08,122848.32,6.99,8,12,8,30,0,0.01
7671566034617837932,2021-08,124566.8,6.99,8,13,8,31,0,0.0
5689766561863956319,2021-08,43161.0,6.99,8,9,8,25,0,0.01
7260748352873493818,2021-08,20586.0,5.99,8,9,9,8,0,0.31
4284129442855564250,2021-08,28243.89,5.99,8,10,9,2,0,0.01
1069093308328204542,2021-08,20430.92,5.99,8,10,8,30,0,0.01
326257359176916767,2021-08,42458.84,6.99,8,10,8,30,0,0.01
6615694774618628402,2021-08,147196.6,11.99,8,10,8,26,0,0.28
6615694774618628402,2021-08,168247.45,11.99,8,15,8,31,0,0.1
7524505197759784814,2021-08,42620.0,4.99,8,11,9,20,0,0.16
6598561842700412652,2021-08,5959.27,6.99,8,11,9,30,0,0.21
6598561842700412652,2021-08,8938.91,6.99,8,11,9,30,0,0.07
6598561842700412652,2021-08,1489.81,6.99,8,11,9,30,0,0.33
6598561842700412652,2021-08,49665.21,6.99,8,11,9,30,0,0.13
69766362497027920,2021-08,21492.0,6.99,8,11,9,16,0,0.04
6865071386683133124,2021-08,164323.4,6.99,8,11,9,3,0,0.04
6865071386683133124,2021-08,164323.4,6.99,8,15,9,8,0,0.02
6020593949794792044,2021-08,90127.3,8.99,8,11,9,9,0,0.02
1698828605814171242,2021-08,124063.73,5.99,8,11,9,3,0,0.0
1698828605814171242,2021-08,111278.87,5.99,8,16,9,8,0,0.01
8707474618041058293,2021-08,40976.0,5.99,8,11,9,10,0,0.0
6731795019313479942,2021-08,74866.0,5.99,8,11,8,27,0,0.0
6941381638534728190,2021-08,113412.3,5.99,8,11,8,27,0,0.0
5854364934896993687,2021-08,31991.96,5.99,8,12,9,6,0,0.08
2678966409665050034,2021-08,31328.76,5.99,8,12,9,6,0,0.07
8706851346184249504,2021-08,154747.45,4.99,8,12,8,30,0,0.02
988707525807573448,2021-08,26691.07,11.99,8,12,9,6,0,0.04
8736788139020105764,2021-08,16546.0,6.99,8,12,9,29,0,0.11
7061868716439556791,2021-08,5379.74,5.99,8,12,9,27,0,0.27
4677213860368191144,2021-08,88499.4,8.99,8,12,8,30,0,0.01
4677213860368191144,2021-08,88499.4,8.99,8,15,9,2,0,0.0
8463871205935856285,2021-08,33605.76,5.99,8,12,9,3,0,0.19
8463871205935856285,2021-08,62119.61,5.99,8,16,9,8,0,0.01
7944852965555666513,2021-08,54654.6,5.99,8,12,8,30,0,0.02
3361278050140871809,2021-08,10182.85,6.99,8,12,9,27,0,0.13
5373371196946859811,2021-08,28789.45,5.99,8,12,8,30,0,0.0
5373371196946859811,2021-08,28873.74,5.99,8,16,9,2,0,0.0
2386535178006664233,2021-08,4646.15,5.99,8,13,8,28,0,0.15
2308217045093677129,2021-08,53807.3,5.99,8,13,8,30,0,0.0
4831988987853936627,2021-08,47308.63,4.99,8,13,8,31,0,0.04
8292458529987016717,2021-08,31465.0,11.99,8,13,8,30,0,0.0
8292458529987016717,2021-08,80550.0,11.99,8,16,9,1,0,0.05
2805743565496207618,2021-08,60190.8,6.99,8,13,9,8,0,0.02
6968106554514688300,2021-08,87842.65,5.99,8,13,8,30,0,0.01
8994944800097997361,2021-08,20621.94,6.99,8,15,9,6,0,0.04
8994944800097997361,2021-08,26847.73,6.99,8,15,9,6,0,0.05
8994944800097997361,2021-08,27349.88,6.99,8,15,9,6,0,0.04
4874157215501489741,2021-08,61888.9,11.99,8,15,9,9,0,0.05
6636325081217917184,2021-08,3339.16,11.99,8,15,9,6,0,0.375
5540361570968095722,2021-08,60412.5,4.99,8,15,9,2,0,0.0
7848910047105468475,2021-08,80184.0,5.99,8,15,9,29,0,0.08
8449503736717242889,2021-08,2694.0,6.99,8,15,8,31,0,0.24
7708030042671632236,2021-08,30494.46,5.99,8,15,9,1,0,0.01
7708030042671632236,2021-08,18618.25,5.99,8,16,9,2,0,0.0
8859064595603380512,2021-08,170898.0,4.99,8,15,9,6,0,0.01
5082813456193598086,2021-08,62056.1,4.99,8,15,9,1,0,0.01
6704528044328834201,2021-08,76695.75,6.99,8,15,8,31,0,0.04
2499050168966442376,2021-08,12668.4,4.99,8,15,9,10,0,0.04
7138126049219817285,2021-08,46693.0,6.99,8,16,9,20,0,0.04
9142266044170177362,2021-08,22227.26,4.99,8,16,9,21,0,0.02
2508429106201166689,2021-08,21661.13,5.99,8,16,9,3,0,0.01
7719481195372677540,2021-08,68981.6,4.99,8,16,9,1,0,0.0
8398000036517692656,2021-08,49665.21,6.99,8,16,9,1,0,0.0
1285245417998627607,2021-08,1105.89,8.99,8,16,9,9,0,0.27
1997130697107291654,2021-08,80116.0,6.99,8,16,9,14,0,0.05
6724017568171288443,2021-08,40155.57,4.99,8,16,9,1,0,0.0
5136739522477907100,2021-08,148784.91,8.99,8,16,9,6,0,0.03
3148228961195376491,2021-08,18350.0,8.99,8,16,9,30,0,0.11
1827463638348028912,2021-08,40250.1,4.99,8,16,9,1,0,0.0
6213213514675778388,2021-08,21819.95,6.99,8,16,9,1,0,0.0
1396078312562623766,2021-08,17509.44,6.99,8,16,9,10,0,0.03
2092588065958607289,2021-08,29444.5,4.99,8,17,9,2,0,0.0
2092588065958607289,2021-08,29009.5,4.99,8,25,9,10,0,0.0
2092588065958607289,2021-08,21629.45,4.99,8,26,9,13,0,0.0
2092588065958607289,2021-08,21824.45,4.99,8,30,9,15,0,0.02
2092588065958607289,2021-09,21774.95,4.99,9,5,9,21,0,0.0
2092588065958607289,2021-09,87700.0,4.99,9,5,9,21,0,0.0
2092588065958607289,2021-09,87700.0,4.99,9,7,9,23,0,0.0
2092588065958607289,2021-09,21774.95,4.99,9,9,9,28,0,0.02
2092588065958607289,2021-09,23675.0,4.99,9,14,9,30,0,0.01
2092588065958607289,2021-09,23375.0,4.99,9,14,9,30,0,0.01
2092588065958607289,2021-09,46449.9,4.99,9,15,10,1,0,0.0
8004409125524742779,2021-08,170064.6,5.99,8,17,9,2,0,0.0
8004409125524742779,2021-09,167496.0,5.99,9,13,9,29,0,0.0
8004409125524742779,2021-09,176726.0,5.99,9,13,9,29,0,0.01
8004409125524742779,2021-09,128916.0,5.99,9,15,10,1,0,0.0
1308019675417057675,2021-08,58629.76,6.99,8,17,9,8,0,0.04
1308019675417057675,2021-08,59012.14,6.99,8,30,9,22,0,0.04
1308019675417057675,2021-09,999.0,6.99,9,5,10,5,0,0.1991852869352869
1308019675417057675,2021-09,59595.53,6.99,9,14,10,7,0,0.01
1687017009357941608,2021-08,7331.46,11.99,8,17,9,21,0,0.21
5220206408301580591,2021-08,43177.0,8.99,8,17,10,1,0,0.02
1088268935649917461,2021-08,206266.99,8.99,8,17,9,6,0,0.0
1088268935649917461,2021-08,206227.67,8.99,8,21,9,9,0,0.03
683445437387317282,2021-08,20997.49,5.99,8,17,9,6,0,0.15
683445437387317282,2021-08,29334.75,5.99,8,26,9,13,0,0.0
683445437387317282,2021-09,29931.28,5.99,9,3,9,21,0,0.02
3447213159487287154,2021-08,1907.0,4.99,8,17,9,3,0,0.43
2499050168966442376,2021-08,21852.5,6.99,8,17,10,11,0,0.08
2499050168966442376,2021-09,12967.2,6.99,9,2,10,11,0,0.28
8529899700094903171,2021-08,64831.5,6.99,8,17,9,8,0,0.04
8529899700094903171,2021-08,129820.5,6.99,8,17,9,8,0,0.07
8529899700094903171,2021-08,64831.5,6.99,8,18,9,9,0,0.3
8529899700094903171,2021-08,260586.0,6.99,8,20,9,13,0,0.16
8529899700094903171,2021-08,21715.5,6.99,8,20,9,13,0,0.0
8529899700094903171,2021-08,129820.5,6.99,8,20,9,13,0,0.0
8529899700094903171,2021-08,64943.5,6.99,8,22,9,13,0,0.02
8529899700094903171,2021-08,65152.5,6.99,8,24,9,15,0,0.0
8529899700094903171,2021-08,65067.9,6.99,8,24,9,15,0,0.0
8529899700094903171,2021-08,86306.0,6.99,8,24,9,15,0,0.0
8529899700094903171,2021-08,49665.21,6.99,8,25,9,16,0,0.29
8529899700094903171,2021-08,64729.5,6.99,8,25,9,16,0,0.04
8529899700094903171,2021-08,260586.0,6.99,8,25,9,16,0,0.29
8529899700094903171,2021-08,21608.0,6.99,8,26,9,17,0,0.06
8529899700094903171,2021-08,65216.7,6.99,8,26,9,17,0,0.08
8529899700094903171,2021-08,87462.0,6.99,8,26,9,17,0,0.03
8529899700094903171,2021-08,87147.0,6.99,8,30,9,21,0,0.02
8529899700094903171,2021-08,87462.0,6.99,8,31,9,22,0,0.33
8529899700094903171,2021-09,64914.0,6.99,9,1,9,23,0,0.09
8529899700094903171,2021-09,87013.6,6.99,9,1,9,23,0,0.21
8529899700094903171,2021-09,86032.0,6.99,9,2,9,24,0,0.06
8529899700094903171,2021-09,129205.5,6.99,9,6,9,28,0,0.0
8529899700094903171,2021-09,86504.5,6.99,9,7,9,29,0,0.02
8529899700094903171,2021-09,129993.0,6.99,9,7,9,29,0,0.01
8529899700094903171,2021-09,64909.4,6.99,9,8,9,30,0,0.04
8529899700094903171,2021-09,64996.5,6.99,9,9,10,1,0,0.01
8529899700094903171,2021-09,64914.0,6.99,9,10,10,4,0,0.19
8529899700094903171,2021-09,64996.5,6.99,9,12,10,4,0,0.24
8529899700094903171,2021-09,129520.5,6.99,9,13,10,5,0,0.01
7221446976321358973,2021-08,47675.23,6.99,8,17,9,2,0,0.0
7221446976321358973,2021-09,121777.88,6.99,9,1,9,17,0,0.02
7221446976321358973,2021-09,43348.6,6.99,9,9,9,27,0,0.0
6594970822995540982,2021-08,3029.8,11.99,8,17,9,22,0,0.25
6594970822995540982,2021-09,71895.0,11.99,9,9,10,15,0,0.01
1156053485989336481,2021-08,89554.81,6.99,8,17,9,8,0,0.12
1156053485989336481,2021-08,44621.07,6.99,8,17,9,8,0,0.0
1156053485989336481,2021-08,30082.26,6.99,8,18,9,9,0,0.01
1156053485989336481,2021-08,44807.33,6.99,8,18,9,13,0,0.02
1156053485989336481,2021-08,22788.49,6.99,8,19,9,10,0,0.09
1156053485989336481,2021-08,22742.97,6.99,8,20,9,14,0,0.01
1156053485989336481,2021-08,26337.02,6.99,8,20,9,14,0,0.03
1156053485989336481,2021-08,22085.69,6.99,8,20,9,13,0,0.0
1156053485989336481,2021-08,30519.48,6.99,8,20,9,14,0,0.05
1156053485989336481,2021-08,22480.9,6.99,8,20,9,14,0,0.02
1156053485989336481,2021-08,22699.71,6.99,8,20,9,14,0,0.01
1156053485989336481,2021-08,22085.69,6.99,8,21,9,14,0,0.05
1156053485989336481,2021-08,30048.51,6.99,8,22,9,14,0,0.14
1156053485989336481,2021-08,30048.51,6.99,8,22,9,14,0,0.14
1156053485989336481,2021-08,22588.72,6.99,8,22,9,13,0,0.04
1156053485989336481,2021-08,30551.52,6.99,8,22,9,14,0,0.15
1156053485989336481,2021-08,24067.78,6.99,8,24,9,15,0,0.03
1156053485989336481,2021-08,59431.15,6.99,8,24,9,15,0,0.01
1156053485989336481,2021-08,30806.49,6.99,8,24,9,15,0,0.03
1156053485989336481,2021-08,30081.86,6.99,8,24,9,15,0,0.03
1156053485989336481,2021-08,18284.19,6.99,8,25,9,20,0,0.04
1156053485989336481,2021-08,29715.57,6.99,8,25,9,16,0,0.01
1156053485989336481,2021-08,60227.81,6.99,8,26,9,17,0,0.2
1156053485989336481,2021-08,22733.21,6.99,8,26,9,17,0,0.09
1156053485989336481,2021-08,22327.13,6.99,8,26,9,17,0,0.06
1156053485989336481,2021-08,30303.54,6.99,8,26,9,17,0,0.13
1156053485989336481,2021-08,30081.91,6.99,8,27,9,20,0,0.15
1156053485989336481,2021-08,22265.11,6.99,8,27,9,20,0,0.12
1156053485989336481,2021-08,22830.14,6.99,8,28,9,21,0,0.1
1156053485989336481,2021-08,29640.27,6.99,8,29,9,20,0,0.09
1156053485989336481,2021-08,22480.9,6.99,8,29,9,20,0,0.09
1156053485989336481,2021-08,30209.47,6.99,8,31,9,22,0,0.32
1156053485989336481,2021-08,29735.84,6.99,8,31,9,22,0,0.32
1156053485989336481,2021-09,29803.05,6.99,9,1,9,27,0,0.06
1156053485989336481,2021-09,22461.29,6.99,9,1,9,23,0,0.04
1156053485989336481,2021-09,29608.48,6.99,9,2,9,24,0,0.02
1156053485989336481,2021-09,20629.19,6.99,9,2,9,24,0,0.14
1156053485989336481,2021-09,23008.0,6.99,9,3,9,27,0,0.04
1156053485989336481,2021-09,30006.81,6.99,9,3,9,27,0,0.06
1156053485989336481,2021-09,22327.13,6.99,9,3,9,27,0,0.04
1156053485989336481,2021-09,30752.92,6.99,9,3,9,27,0,0.16
1156053485989336481,2021-09,30856.94,6.99,9,5,9,27,0,0.22
1156053485989336481,2021-09,499.0,6.99,9,5,10,5,0,0.43916666666666665
1156053485989336481,2021-09,22815.91,6.99,9,5,9,27,0,0.08
1156053485989336481,2021-09,22983.61,6.99,9,6,9,28,0,0.05
1156053485989336481,2021-09,23224.24,6.99,9,6,9,28,0,0.03
1156053485989336481,2021-09,504.05,6.99,9,6,10,5,0,0.4175
1156053485989336481,2021-09,529.88,6.99,9,6,10,5,0,0.13
1156053485989336481,2021-09,30848.49,6.99,9,7,9,30,0,0.11
1156053485989336481,2021-09,22524.21,6.99,9,7,9,29,0,0.16
1156053485989336481,2021-09,1635.47,6.99,9,8,9,30,0,0.49
1156053485989336481,2021-09,22721.24,6.99,9,8,10,1,0,0.01
1156053485989336481,2021-09,22985.92,6.99,9,9,10,1,0,0.0
1156053485989336481,2021-09,29803.25,6.99,9,9,10,1,0,0.26
1156053485989336481,2021-09,30102.38,6.99,9,9,10,1,0,0.26
1156053485989336481,2021-09,19901.59,6.99,9,10,10,4,0,0.24
1156053485989336481,2021-09,29803.25,6.99,9,11,10,5,0,0.12
1156053485989336481,2021-09,30848.49,6.99,9,12,10,4,0,0.28
1156053485989336481,2021-09,22985.92,6.99,9,12,10,4,0,0.21
1156053485989336481,2021-09,58456.52,6.99,9,13,10,5,0,0.08
1156053485989336481,2021-09,22888.3,6.99,9,15,10,7,0,0.02
1156053485989336481,2021-09,29779.51,6.99,9,15,10,8,0,0.03
1156053485989336481,2021-09,30432.0,6.99,9,15,10,7,0,0.09
8926565682509268383,2021-08,21310.5,5.99,8,17,9,2,0,0.01
8926565682509268383,2021-08,22620.05,5.99,8,17,9,2,0,0.06
8926565682509268383,2021-08,42422.9,5.99,8,18,9,3,0,0.0
8926565682509268383,2021-08,28906.6,5.99,8,22,9,8,0,0.05
8926565682509268383,2021-08,22620.05,5.99,8,24,9,9,0,0.01
8926565682509268383,2021-08,29036.6,5.99,8,26,9,13,0,0.02
8926565682509268383,2021-08,21360.5,5.99,8,29,9,14,0,0.0
8926565682509268383,2021-09,43111.0,5.99,9,2,9,20,0,0.01
8926565682509268383,2021-09,29131.6,5.99,9,5,9,21,0,0.01
8926565682509268383,2021-09,29131.6,5.99,9,5,9,22,0,0.01
8926565682509268383,2021-09,22470.05,5.99,9,6,9,23,0,0.0
8926565682509268383,2021-09,43361.0,5.99,9,8,9,27,0,0.05
8926565682509268383,2021-09,21680.5,5.99,9,10,9,27,0,0.0
8926565682509268383,2021-09,21680.5,5.99,9,12,9,28,0,0.0
8926565682509268383,2021-09,43361.0,5.99,9,13,9,29,0,0.05
8926565682509268383,2021-09,360.0,5.99,9,13,10,28,0,0.43333333333333335
8926565682509268383,2021-09,29301.6,5.99,9,14,10,4,0,0.14
8926565682509268383,2021-09,43471.0,5.99,9,15,10,1,0,0.23
5517114603826429870,2021-08,42456.24,4.99,8,17,9,2,0,0.0
5517114603826429870,2021-08,63940.0,4.99,8,19,9,6,0,0.01
1118514612547157551,2021-08,64781.59,8.99,8,17,9,13,0,0.04
1118514612547157551,2021-08,115241.26,8.99,8,22,9,16,0,0.1
1118514612547157551,2021-09,81749.06,8.99,9,8,10,4,0,0.09
1118514612547157551,2021-09,84743.61,8.99,9,12,10,7,0,0.05
5108407319813072955,2021-08,49665.21,4.99,8,17,9,2,0,0.0
5108407319813072955,2021-08,52340.0,4.99,8,28,9,14,0,0.0
5108407319813072955,2021-08,152195.0,4.99,8,29,9,14,0,0.0
5108407319813072955,2021-09,23096.65,4.99,9,15,10,4,0,0.05
5481711897502154955,2021-08,60905.32,5.99,8,17,9,13,0,0.01
5481711897502154955,2021-08,86832.71,5.99,8,20,9,14,0,0.02
5481711897502154955,2021-08,60552.21,5.99,8,23,9,17,0,0.08
5481711897502154955,2021-09,31107.69,5.99,9,2,9,27,0,0.03
5481711897502154955,2021-09,28168.91,5.99,9,2,9,27,0,0.0
5481711897502154955,2021-09,61902.72,5.99,9,9,10,4,0,0.05
5880041582322293710,2021-08,25153.55,8.99,8,17,9,22,0,0.02
5880041582322293710,2021-08,53384.1,8.99,8,17,9,22,0,0.01
5880041582322293710,2021-08,26841.69,8.99,8,19,9,24,0,0.01
5880041582322293710,2021-08,26338.19,8.99,8,20,9,27,0,0.12
5880041582322293710,2021-08,26841.69,8.99,8,20,9,27,0,0.12
5880041582322293710,2021-08,26338.19,8.99,8,23,9,28,0,0.07
5880041582322293710,2021-08,26841.69,8.99,8,23,9,28,0,0.07
5880041582322293710,2021-08,52797.21,8.99,8,25,9,30,0,0.07
5880041582322293710,2021-09,52847.56,8.99,9,3,10,11,0,0.09
5880041582322293710,2021-09,26964.04,8.99,9,8,10,14,0,0.06
5880041582322293710,2021-09,20908.79,8.99,9,12,10,19,0,0.11
4862285428951244424,2021-08,40212.0,4.99,8,17,9,2,0,0.0
4862285428951244424,2021-08,55738.2,4.99,8,19,9,6,0,0.01
4862285428951244424,2021-08,55738.2,4.99,8,20,9,6,0,0.01
4862285428951244424,2021-08,55738.2,4.99,8,23,9,8,0,0.0
4862285428951244424,2021-09,55822.2,4.99,9,1,9,17,0,0.0
4862285428951244424,2021-09,39873.0,4.99,9,6,9,22,0,0.0
4850722092974676955,2021-08,49665.21,5.99,8,17,9,6,0,0.12
4850722092974676955,2021-08,16603.63,5.99,8,22,9,13,0,0.03
4850722092974676955,2021-09,27973.44,5.99,9,9,9,29,0,0.15
8163895533020293251,2021-08,1001.98,6.99,8,17,9,14,0,0.4805952380952381
8163895533020293251,2021-08,937.34,6.99,8,20,9,14,1,0.57
8163895533020293251,2021-08,948.11,6.99,8,24,9,20,0,0.45
8163895533020293251,2021-08,5733.56,6.99,8,25,9,20,0,0.46
8163895533020293251,2021-08,3664.08,6.99,8,29,9,23,0,0.34
8163895533020293251,2021-08,5782.65,6.99,8,29,9,23,0,0.4
8163895533020293251,2021-08,3395.01,6.99,8,30,9,24,0,0.4
8163895533020293251,2021-09,6010.84,6.99,9,3,9,28,0,0.38
8163895533020293251,2021-09,4186.01,6.99,9,8,10,11,0,0.22
8163895533020293251,2021-09,7791.83,6.99,9,12,10,7,0,0.24
5761480994209806499,2021-08,21963.69,4.99,8,17,9,3,0,0.01
5761480994209806499,2021-08,13082.62,4.99,8,17,9,3,0,0.0
5761480994209806499,2021-08,88828.94,4.99,8,17,9,3,0,0.0
5761480994209806499,2021-08,101825.54,4.99,8,17,9,6,0,0.0
5761480994209806499,2021-08,29459.39,4.99,8,19,9,6,0,0.03
5761480994209806499,2021-08,29197.1,4.99,8,19,9,6,0,0.03
5761480994209806499,2021-08,22133.73,4.99,8,22,9,8,0,0.02
5761480994209806499,2021-08,22087.96,4.99,8,22,9,8,0,0.02
5761480994209806499,2021-08,60872.21,4.99,8,24,9,10,0,0.0
5761480994209806499,2021-08,22035.82,4.99,8,25,9,13,0,0.0
5761480994209806499,2021-08,31323.8,4.99,8,25,9,13,0,0.02
5761480994209806499,2021-08,29524.5,4.99,8,25,9,13,0,0.02
5761480994209806499,2021-08,96296.25,4.99,8,28,9,15,0,0.0
5761480994209806499,2021-08,91762.23,4.99,8,28,9,14,0,0.0
5761480994209806499,2021-08,29856.32,4.99,8,29,9,15,0,0.0
5761480994209806499,2021-08,58548.25,4.99,8,29,9,15,0,0.0
5761480994209806499,2021-08,21826.16,4.99,8,29,9,15,0,0.03
5761480994209806499,2021-08,113478.32,4.99,8,31,9,17,0,0.0
5761480994209806499,2021-08,56839.56,4.99,8,31,9,17,0,0.02
5761480994209806499,2021-09,187695.49,4.99,9,1,9,20,0,0.02
5761480994209806499,2021-09,22152.55,4.99,9,2,9,20,0,0.01
5761480994209806499,2021-09,13471.53,4.99,9,3,9,20,0,0.0
5761480994209806499,2021-09,152775.05,4.99,9,5,9,22,0,0.0
5761480994209806499,2021-09,699.0,4.99,9,5,10,5,1,0.52225
5761480994209806499,2021-09,148410.05,4.99,9,5,9,22,0,0.02
5761480994209806499,2021-09,56840.99,4.99,9,6,9,23,0,0.0
5761480994209806499,2021-09,17616.88,4.99,9,6,9,23,0,0.0
5761480994209806499,2021-09,57095.05,4.99,9,7,9,24,0,0.0
5761480994209806499,2021-09,43656.12,4.99,9,8,9,27,0,0.03
5761480994209806499,2021-09,21828.06,4.99,9,8,9,27,0,0.02
5761480994209806499,2021-09,64935.45,4.99,9,8,9,27,0,0.0
5761480994209806499,2021-09,30559.29,4.99,9,8,9,27,0,0.01
5761480994209806499,2021-09,20751.15,4.99,9,9,9,27,0,0.14
5761480994209806499,2021-09,95455.29,4.99,9,9,9,27,0,0.0
5761480994209806499,2021-09,49665.21,4.99,9,9,9,27,0,0.0
5761480994209806499,2021-09,156491.65,4.99,9,10,9,27,0,0.0
5761480994209806499,2021-09,29854.2,4.99,9,10,9,27,0,0.0
5761480994209806499,2021-09,21945.75,4.99,9,10,9,27,0,0.0
5761480994209806499,2021-09,21983.28,4.99,9,12,9,29,0,0.0
5761480994209806499,2021-09,29862.33,4.99,9,12,9,29,0,0.0
5761480994209806499,2021-09,29685.93,4.99,9,15,10,4,0,0.03
5761480994209806499,2021-09,23378.56,4.99,9,15,10,4,0,0.06
4935929591787890253,2021-08,48543.5,4.99,8,17,9,8,0,0.01
4935929591787890253,2021-08,21705.02,4.99,8,26,9,17,0,0.03
4935929591787890253,2021-08,112723.87,4.99,8,27,9,20,0,0.0
4935929591787890253,2021-09,43287.88,4.99,9,1,9,23,0,0.04
4935929591787890253,2021-09,113218.35,4.99,9,10,10,4,0,0.03
4935929591787890253,2021-09,72268.66,4.99,9,15,10,7,0,0.0
