VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,FLAG_PF,SEGMENTO_INDUSTRIAL,DOMINIO_EMAIL,PORTE,INADIMPLENCIA,Mes_Emissao_Documento,Dia_Emissao_Documento,Mes_Vencimento,Dia_Vencimento
45963.0,6.99,260432.0,117.0,1,3,3,2,0,6,25,7,22
30280.5,6.99,260432.0,117.0,1,3,3,2,0,6,29,7,25
45033.0,6.99,209373.0,94.0,1,3,3,2,0,7,4,7,29
30022.0,6.99,209373.0,94.0,1,3,3,2,0,7,7,8,1
26797.96,8.99,51157.0,125.0,1,1,1,2,0,6,21,7,9
24616.61,8.99,51157.0,125.0,1,1,1,2,1,6,27,7,15
28534.19,8.99,51157.0,125.0,1,1,1,2,0,6,30,7,18
25831.12,8.99,195942.0,124.0,1,1,1,2,0,7,1,7,19
24419.01,8.99,195942.0,124.0,1,1,1,2,0,7,15,8,2
36193.25,4.99,98734.0,97.0,1,3,4,3,0,6,21,7,16
54289.88,4.99,98734.0,97.0,1,3,4,3,0,6,23,7,18
35542.21,4.99,530008.0,93.0,1,3,4,3,0,7,15,8,9
12608.45,6.99,223306.0,100.0,1,3,4,2,0,6,21,7,8
12858.45,6.99,223306.0,100.0,1,3,4,2,0,6,24,7,10
19999.85,6.99,72190.0,99.0,1,3,4,2,0,7,8,7,24
19824.85,6.99,72190.0,99.0,1,3,4,2,0,7,12,7,29
12143.95,6.99,72190.0,99.0,1,3,4,2,0,7,15,7,31
19979.8,5.99,31381.0,108.0,1,1,2,2,0,6,21,7,10
19510.59,5.99,164065.0,111.0,1,1,2,2,0,7,4,7,23
103204.8,6.99,592735.0,114.0,1,1,1,2,0,6,21,7,6
75358.2,6.99,592735.0,114.0,1,1,1,2,0,6,28,7,13
65029.6,6.99,134829.0,112.0,1,1,1,2,0,7,4,7,19
12799.9,8.99,96977.0,124.0,1,1,5,1,0,6,21,7,8
31510.1,8.99,96977.0,124.0,1,1,5,1,0,6,25,7,11
15700.0,8.99,96977.0,124.0,1,1,5,1,0,6,27,7,15
30090.0,8.99,96977.0,124.0,1,1,5,1,0,6,30,7,16
13294.7,8.99,263360.0,125.0,1,1,5,1,0,7,8,7,24
32720.0,8.99,263360.0,125.0,1,1,5,1,0,7,11,7,29
144103.39,4.99,131178.0,109.0,1,2,2,3,0,6,21,7,10
131088.8,4.99,131178.0,109.0,1,2,2,3,0,6,26,7,16
79697.25,4.99,131178.0,109.0,1,2,2,3,0,6,29,7,19
22084.19,5.99,259898.0,90.0,1,1,2,2,0,6,21,7,11
21431.4,5.99,259898.0,90.0,1,1,2,2,0,6,23,7,15
21295.72,5.99,259898.0,90.0,1,1,2,2,0,6,27,7,17
1182.0,5.99,86785.0,91.0,1,1,2,2,0,7,4,8,6
29403.12,5.99,143928.0,130.0,1,3,3,2,0,6,21,7,8
21987.18,5.99,677384.0,135.0,1,3,3,2,0,7,1,7,17
18680.1,5.99,247027.0,122.0,1,1,1,3,0,6,21,7,16
30328.3,5.99,247027.0,122.0,1,1,1,3,0,6,29,7,25
61007.59,5.99,132989.0,124.0,1,1,1,3,0,7,3,7,31
42606.87,5.99,132989.0,124.0,1,1,1,3,0,7,13,8,8
21841.39,4.99,166212.0,116.0,1,3,2,2,0,6,21,7,8
21681.11,4.99,172768.0,116.0,1,3,2,2,0,7,2,7,19
15613.32,4.99,172768.0,116.0,1,3,2,2,0,7,3,7,22
1182.0,4.99,172768.0,116.0,1,3,2,2,1,7,3,8,5
15614.53,4.99,172768.0,116.0,1,3,2,2,0,7,12,7,30
85283.22,5.99,257128.0,108.0,1,1,3,3,0,6,21,7,8
77702.14,5.99,257128.0,108.0,1,1,3,3,0,6,24,7,10
58848.58,5.99,257128.0,108.0,1,1,3,3,0,6,26,7,12
38397.8,5.99,257128.0,108.0,1,1,3,3,0,6,30,7,16
72565.2,5.99,322531.0,111.0,1,1,3,3,0,7,1,7,17
69845.2,5.99,322531.0,111.0,1,1,3,3,0,7,3,7,19
109453.7,5.99,322531.0,111.0,1,1,3,3,0,7,10,7,26
128087.4,6.99,476190.0,85.0,1,2,1,1,0,6,21,9,16
125097.0,6.99,476190.0,85.0,1,2,1,1,0,6,28,9,16
126162.55,6.99,476190.0,85.0,1,2,1,1,0,6,28,9,16
126161.7,6.99,337234.0,92.0,1,2,1,1,0,7,1,9,23
123624.69,6.99,337234.0,92.0,1,2,1,1,0,7,11,9,30
30663.0,4.99,245179.0,106.0,1,3,1,3,0,6,21,7,8
46655.1,4.99,1018083.0,105.0,1,3,1,3,0,7,3,7,19
33915.35,4.99,1018083.0,105.0,1,3,1,3,0,7,4,7,22
24140.0,4.99,1018083.0,105.0,1,3,1,3,0,7,5,7,22
80585.9,4.99,1018083.0,105.0,1,3,1,3,0,7,7,7,23
46409.75,4.99,1018083.0,105.0,1,3,1,3,0,7,14,7,30
53146.95,5.99,174079.0,120.0,1,3,1,3,0,6,21,7,10
20697.87,11.99,321136.0,93.0,1,1,1,1,0,6,21,7,11
33948.62,11.99,321136.0,93.0,1,1,1,1,0,6,30,7,22
21106.66,11.99,454613.0,95.0,1,1,1,1,0,7,11,7,31
40907.74,11.99,454613.0,95.0,1,1,1,1,0,7,14,8,5
21010.81,5.99,237638.0,74.0,1,1,2,3,0,6,21,7,9
21372.24,5.99,237638.0,74.0,1,1,2,3,1,6,24,7,12
15602.35,5.99,237638.0,74.0,1,1,2,3,1,6,25,7,15
37873.7,4.99,162720.0,119.0,1,3,3,3,0,6,21,7,8
57185.55,4.99,162720.0,119.0,1,3,3,3,0,6,23,7,9
20537.29,4.99,729628.0,135.0,1,1,2,3,0,6,21,7,15
17189.09,4.99,729628.0,135.0,1,1,2,3,0,6,23,7,15
1182.0,4.99,876453.0,126.0,1,1,2,3,0,7,3,8,5
19977.55,4.99,876453.0,126.0,1,1,2,3,0,7,3,7,25
19897.07,4.99,876453.0,126.0,1,1,2,3,0,7,7,7,29
16862.89,4.99,876453.0,126.0,1,1,2,3,0,7,8,7,30
16282.55,4.99,876453.0,126.0,1,1,2,3,0,7,9,7,29
41333.0,5.99,260400.0,102.0,1,3,6,3,0,6,21,7,8
89781.0,5.99,260400.0,102.0,1,3,6,3,0,6,23,7,10
105003.8,5.99,260400.0,102.0,1,3,6,3,0,6,25,7,11
71018.02,5.99,128383.0,100.0,1,3,6,3,0,7,2,7,18
77367.0,5.99,128383.0,100.0,1,3,6,3,0,7,4,7,22
84253.0,5.99,128383.0,100.0,1,3,6,3,0,7,16,8,1
15905.0,8.99,363628.0,118.0,1,3,2,3,0,6,21,7,8
22784.2,6.99,234489.0,115.0,1,1,1,2,0,6,22,7,10
116234.19,6.99,234489.0,115.0,1,1,1,2,0,6,24,7,10
71800.55,6.99,221482.0,91.0,1,1,1,2,0,7,5,7,22
64503.15,4.99,249747.0,103.0,1,1,2,2,0,6,22,7,10
44779.55,4.99,522585.0,104.0,1,1,2,2,0,7,6,7,23
85806.5,5.99,307719.0,99.0,1,3,5,1,0,6,23,7,9
20207.85,6.99,496206.0,113.0,1,2,3,1,0,6,23,7,10
20060.95,6.99,909467.0,97.0,1,2,3,1,0,7,7,7,24
16062.0,6.99,245366.0,117.0,1,2,3,2,0,6,23,7,23
15661.5,6.99,656687.0,85.0,1,2,3,2,0,7,11,8,12
15661.5,6.99,656687.0,85.0,1,2,3,2,1,7,15,8,14
108125.5,6.99,179136.0,153.0,1,2,1,2,0,6,23,7,29
78.65,6.99,179136.0,153.0,1,2,1,2,1,6,25,7,30
104352.5,6.99,41890.0,154.0,1,2,1,2,0,7,10,8,14
104352.5,6.99,41890.0,154.0,1,2,1,2,0,7,14,8,19
45668.95,6.99,6738.0,116.0,1,1,2,3,0,6,23,7,10
45338.8,6.99,6738.0,116.0,1,1,2,3,0,6,25,7,11
36216.9,6.99,350133.0,118.0,1,1,2,3,0,7,2,7,18
38452.2,6.99,350133.0,118.0,1,1,2,3,0,7,7,7,23
56902.34,6.99,350133.0,118.0,1,1,2,3,0,7,9,7,25
33451.95,6.99,350133.0,118.0,1,1,2,3,0,7,11,7,29
34158.39,5.99,205524.0,129.0,1,2,3,3,0,6,23,7,17
54903.13,5.99,205524.0,129.0,1,2,3,3,0,6,28,7,19
94734.13,5.99,260865.0,125.0,1,2,3,3,0,7,2,7,24
120438.08,5.99,260865.0,125.0,1,2,3,3,0,7,15,8,6
25601.96,11.99,156489.0,144.0,1,1,1,2,1,6,23,7,15
20381.06,11.99,156489.0,144.0,1,1,1,2,1,6,23,7,15
39757.83,11.99,156489.0,144.0,1,1,1,2,1,6,23,7,15
27669.07,11.99,156489.0,144.0,1,1,1,2,1,6,27,7,17
16156.06,11.99,156489.0,144.0,1,1,1,2,1,6,27,7,17
59140.23,11.99,156489.0,144.0,1,1,1,2,1,6,30,7,23
31083.9,11.99,156489.0,144.0,1,1,1,2,1,6,30,7,23
20215.55,11.99,156489.0,144.0,1,1,1,2,1,6,30,7,23
16005.67,11.99,156489.0,144.0,1,1,1,2,1,6,30,7,23
18316.1,5.99,225439.0,116.0,1,1,1,3,0,6,23,7,18
35756.84,5.99,225439.0,116.0,1,1,1,3,0,6,28,7,23
35547.71,5.99,352086.0,116.0,1,1,1,3,0,7,1,7,30
36066.47,5.99,352086.0,116.0,1,1,1,3,0,7,7,8,1
36611.92,5.99,352086.0,116.0,1,1,1,3,0,7,9,8,5
20059.14,5.99,26407.0,133.0,1,1,1,2,0,6,23,7,10
968.56,5.99,26407.0,133.0,1,1,1,2,1,6,30,8,5
36880.55,5.99,106213.0,134.0,1,1,1,2,0,7,4,7,22
15873.45,5.99,245561.0,84.0,1,1,3,1,0,6,23,7,10
19747.37,4.99,361660.0,118.0,1,3,1,2,0,6,23,7,10
19672.95,4.99,361660.0,118.0,1,3,1,2,0,6,24,7,10
39657.87,4.99,119509.0,128.0,1,3,1,2,0,7,8,7,24
38652.0,5.99,59469.0,101.0,1,3,1,3,0,6,23,7,9
1382.0,5.99,327904.0,105.0,1,3,1,3,0,7,4,8,6
38420.0,5.99,327904.0,105.0,1,3,1,3,0,7,8,7,24
31096.15,4.99,688290.0,122.0,1,2,3,3,0,6,23,7,9
18881.5,4.99,688290.0,122.0,1,2,3,3,0,6,24,7,10
35280.75,5.99,298220.0,125.0,1,1,2,3,0,6,23,7,8
28858.84,5.99,92624.0,122.0,1,1,2,3,0,7,5,7,20
20257.65,5.99,100938.0,118.0,1,2,2,2,0,6,23,7,9
18076.17,5.99,104827.0,114.0,1,2,2,2,0,7,1,7,17
20120.45,5.99,104827.0,114.0,1,2,2,2,0,7,5,7,22
16957.6,6.99,66897.0,122.0,1,3,5,3,0,6,23,7,9
19818.4,6.99,66897.0,122.0,1,3,5,3,0,6,25,7,11
38880.8,6.99,66897.0,122.0,1,3,5,3,0,6,30,7,16
1182.0,6.99,166785.0,122.0,1,3,5,3,0,7,3,8,5
38817.8,6.99,166785.0,122.0,1,3,5,3,0,7,8,7,24
31141.6,6.99,166785.0,122.0,1,3,5,3,0,7,16,8,1
21201.5,5.99,311212.0,100.0,1,2,2,1,0,6,23,7,9
20191.77,5.99,311212.0,100.0,1,2,2,1,0,6,23,7,9
12868.7,5.99,311212.0,100.0,1,2,2,1,0,6,27,7,15
7721.22,5.99,311212.0,100.0,1,2,2,1,0,6,30,7,16
12654.99,5.99,465921.0,98.0,1,2,2,1,0,7,3,7,19
39971.0,6.99,246197.0,122.0,1,1,2,3,0,6,23,7,9
78080.0,6.99,648067.0,102.0,1,1,2,3,0,7,1,7,17
1182.0,6.99,648067.0,102.0,1,1,2,3,0,7,3,8,5
6506.8,6.99,364249.0,116.0,1,1,2,1,0,6,23,7,29
87525.0,4.99,192874.0,122.0,1,1,3,3,0,6,23,7,10
44587.5,5.99,150314.0,110.0,1,3,3,3,0,6,23,7,15
14591.5,5.99,150314.0,110.0,1,3,3,3,0,6,25,7,17
43386.0,5.99,367823.0,119.0,1,3,3,3,0,7,16,8,7
105614.4,5.99,253878.0,119.0,1,1,1,1,0,6,23,7,11
73030.0,5.99,216906.0,117.0,1,1,1,1,0,7,3,7,22
54702.95,5.99,216906.0,117.0,1,1,1,1,0,7,4,7,22
54635.0,5.99,216906.0,117.0,1,1,1,1,0,7,11,7,29
49843.27,5.99,58883.0,106.0,1,3,1,3,0,6,23,7,15
30447.9,5.99,58883.0,106.0,1,3,1,3,0,6,25,7,17
49480.61,5.99,58883.0,106.0,1,3,1,3,0,6,28,7,22
30244.69,5.99,320024.0,114.0,1,3,1,3,0,7,2,7,24
49227.08,5.99,320024.0,114.0,1,3,1,3,0,7,3,7,25
67732.7,5.99,418741.0,107.0,1,3,1,3,0,6,23,7,9
67398.05,5.99,418741.0,107.0,1,3,1,3,0,6,27,7,15
68242.61,5.99,383725.0,111.0,1,3,1,3,0,7,2,7,18
41025.18,5.99,383725.0,111.0,1,3,1,3,0,7,2,7,18
70776.24,5.99,383725.0,111.0,1,3,1,3,0,7,4,7,22
51619.82,5.99,383725.0,111.0,1,3,1,3,0,7,7,7,23
26537.84,5.99,383725.0,111.0,1,3,1,3,0,7,12,7,30
25837.84,5.99,383725.0,111.0,1,3,1,3,0,7,14,7,30
75880.1,5.99,383725.0,111.0,1,3,1,3,0,7,14,7,30
28508.37,4.99,327548.0,110.0,1,1,3,1,0,6,23,7,10
35957.48,4.99,305522.0,115.0,1,1,3,1,0,7,4,7,22
16287.2,4.99,305522.0,115.0,1,1,3,1,0,7,7,7,24
63469.65,4.99,239337.0,115.0,1,1,2,2,0,6,23,7,9
15425.0,5.99,226334.0,117.0,1,3,2,2,0,6,23,7,15
54718.61,4.99,239337.0,115.0,1,1,3,2,0,6,23,7,9
74205.5,5.99,107207.0,90.0,1,3,2,2,0,6,23,7,22
46696.0,5.99,107207.0,90.0,1,3,2,2,0,6,23,7,22
72222.5,5.99,147142.0,91.0,1,3,2,2,0,7,2,7,31
71805.0,5.99,147142.0,91.0,1,3,2,2,0,7,3,8,1
70935.0,5.99,147142.0,91.0,1,3,2,2,0,7,10,8,8
8422.5,5.99,147142.0,91.0,1,3,2,2,0,7,11,8,9
22807.8,6.99,322957.0,109.0,1,3,5,1,0,6,23,7,10
18336.2,6.99,322957.0,109.0,1,3,5,1,0,6,24,7,10
18282.75,6.99,224307.0,104.0,1,3,5,1,0,7,16,8,1
27594.37,4.99,346343.0,136.0,1,2,1,3,0,6,23,7,15
32788.46,4.99,346343.0,136.0,1,2,1,3,0,6,27,7,17
71833.1,5.99,303936.0,110.0,1,3,1,2,0,6,23,7,11
11579.8,5.99,303936.0,110.0,1,3,1,2,0,6,27,7,15
47974.03,5.99,303936.0,110.0,1,3,1,2,0,6,30,7,18
1182.0,5.99,14969.0,114.0,1,3,1,2,0,7,3,8,5
35063.69,5.99,56455.0,114.0,1,2,2,2,1,6,23,7,9
35067.41,5.99,39568.0,111.0,1,2,2,2,0,7,2,7,18
51800.93,5.99,39568.0,111.0,1,2,2,2,1,7,4,7,22
14537.1,5.99,403625.0,120.0,1,2,2,2,0,6,23,7,15
14039.97,5.99,68030.0,121.0,1,2,2,2,0,7,9,7,29
20316.0,5.99,494103.0,108.0,1,3,3,2,0,6,23,7,11
38740.0,5.99,486074.0,104.0,1,3,3,2,0,7,9,7,29
37137.25,6.99,153144.0,95.0,1,3,2,2,0,6,24,7,10
13212.65,5.99,1199145.0,107.0,1,3,1,2,1,6,24,7,10
18497.71,5.99,1199145.0,107.0,1,3,1,2,1,6,25,7,11
12464.13,5.99,1199145.0,107.0,1,3,1,2,1,6,25,7,11
1182.0,5.99,98859.0,106.0,1,3,1,2,0,7,3,8,5
8351.56,5.99,323876.0,117.0,1,2,1,2,0,6,24,7,15
12315.72,5.99,143687.0,93.0,1,2,1,2,0,7,3,7,30
8343.34,5.99,143687.0,93.0,1,2,1,2,0,7,11,7,31
9176.26,5.99,143687.0,93.0,1,2,1,2,0,7,11,8,7
33164.0,5.99,253666.0,117.0,1,2,1,2,0,6,24,7,22
32364.0,5.99,264504.0,145.0,1,2,1,2,0,7,14,8,12
1358.1,5.99,264504.0,145.0,1,2,1,2,0,7,15,8,12
42836.0,6.99,260432.0,117.0,1,3,1,2,0,6,24,7,10
17396.75,6.99,284762.0,102.0,1,3,1,2,0,7,10,7,26
21293.4,6.99,284762.0,102.0,1,3,1,2,0,7,11,7,29
30887.97,6.99,390957.0,99.0,1,3,1,3,0,6,24,7,22
41325.0,6.99,168699.0,85.0,1,3,2,1,0,6,24,7,10
78645.0,6.99,168699.0,85.0,1,3,2,1,0,6,25,7,11
59660.0,6.99,168699.0,85.0,1,3,2,1,0,6,28,7,15
60310.0,6.99,168699.0,85.0,1,3,2,1,0,6,30,7,16
41290.0,6.99,166973.0,89.0,1,3,2,1,0,7,9,7,26
22086.32,6.99,130684.0,108.0,1,2,1,3,0,6,24,7,12
21097.43,6.99,587016.0,112.0,1,2,1,3,0,7,4,7,22
15753.99,4.99,355554.0,117.0,1,3,1,2,0,6,24,7,11
19608.55,4.99,536619.0,130.0,1,3,1,2,0,7,10,7,26
17128.0,5.99,247027.0,117.0,0,1,1,3,0,6,24,7,16
73093.6,6.99,355990.0,139.0,1,3,6,2,0,6,24,7,10
51680.1,6.99,234386.0,142.0,1,3,6,2,0,7,9,7,25
52361.4,6.99,234386.0,142.0,1,3,6,2,0,7,16,8,1
14724.83,6.99,218822.0,121.0,1,1,5,2,0,6,24,7,23
18343.45,5.99,226334.0,117.0,1,3,1,2,0,6,24,7,15
37188.62,5.99,226334.0,117.0,1,3,1,2,0,6,30,7,22
18040.75,5.99,255036.5,114.0,1,3,2,1,0,6,24,7,11
19546.31,5.99,594777.0,103.0,1,3,1,3,0,6,24,7,15
51335.45,5.99,32261.0,102.0,1,3,1,3,0,7,7,7,24
19378.02,5.99,32261.0,102.0,1,3,1,3,0,7,9,7,30
39330.0,6.99,390883.0,118.0,1,3,1,1,0,6,24,7,24
74415.0,6.99,390883.0,118.0,1,3,1,1,0,6,26,7,26
48092.8,6.99,204880.0,109.0,1,3,1,1,0,7,1,7,31
45087.0,6.99,204880.0,109.0,1,3,1,1,0,7,3,8,2
14360.0,6.99,204880.0,109.0,1,3,1,1,0,7,12,8,12
46665.0,5.99,685897.0,133.0,1,1,2,1,0,6,24,7,22
46665.0,5.99,685897.0,133.0,1,1,2,1,0,6,26,7,24
46276.5,5.99,135675.0,127.0,1,1,2,1,0,7,9,8,6
46276.5,5.99,135675.0,127.0,1,1,2,1,0,7,12,8,9
46276.5,5.99,135675.0,127.0,1,1,2,1,0,7,14,8,12
11710.0,5.99,176702.0,94.0,1,1,3,2,0,6,25,7,11
16036.45,5.99,176702.0,94.0,1,1,3,2,0,6,27,7,15
18365.0,5.99,493233.0,92.0,1,1,3,2,0,7,2,7,18
18800.0,5.99,493233.0,92.0,1,1,3,2,0,7,6,7,23
18300.0,5.99,493233.0,92.0,1,1,3,2,0,7,8,7,24
18800.0,5.99,493233.0,92.0,1,1,3,2,0,7,10,7,26
18395.0,5.99,493233.0,92.0,1,1,3,2,0,7,16,8,1
15193.05,4.99,383632.0,93.0,1,1,4,3,0,6,25,7,10
11.7,4.99,420093.0,89.0,1,1,4,3,1,7,2,7,17
19111.25,4.99,244490.0,122.0,1,1,1,3,0,6,25,7,11
31818.15,4.99,244490.0,122.0,1,1,1,3,0,6,27,7,15
12733.95,4.99,250310.0,104.0,1,1,1,3,0,7,9,7,25
33125.55,5.99,360908.0,138.0,1,3,1,1,0,6,25,7,15
50950.44,5.99,360908.0,138.0,1,3,1,1,0,6,28,7,18
45465.825,11.99,388555.0,109.0,1,1,3,1,0,6,25,7,11
18694.99,6.99,111210.0,106.0,1,1,5,2,0,6,25,7,17
1182.0,6.99,329770.0,103.0,1,1,5,2,0,7,3,8,5
25678.27,6.99,329770.0,103.0,1,1,5,2,0,7,4,7,26
33156.74,5.99,63822.0,101.0,1,2,2,2,0,6,25,7,15
35512.99,5.99,63822.0,101.0,1,2,2,2,0,6,26,7,15
38259.17,5.99,361860.0,117.0,1,2,2,2,0,7,9,7,29
39905.2,6.99,143875.0,118.0,1,3,3,3,0,6,25,7,11
347.36,6.99,143875.0,118.0,1,3,3,3,1,6,30,8,5
94132.25,6.99,30586.0,122.0,1,3,3,3,0,7,4,7,22
30804.8,6.99,30586.0,122.0,1,3,3,3,0,7,8,7,24
45036.75,5.99,243001.0,82.0,1,1,2,1,0,6,25,7,11
30674.2,5.99,243001.0,82.0,1,1,2,1,0,6,26,7,15
36394.8,5.99,713601.0,84.0,1,1,2,1,0,7,4,7,22
17903.45,5.99,713601.0,84.0,1,1,2,1,0,7,4,7,22
39278.76,6.99,183040.0,105.0,1,1,4,1,0,6,25,7,22
39278.69,6.99,183040.0,105.0,1,1,4,1,0,6,30,7,25
15593.5,6.99,608810.0,116.0,1,1,3,2,0,6,25,7,12
19920.55,4.99,244707.0,122.0,1,2,2,2,0,6,25,7,11
67490.9,6.99,88122.0,142.0,1,1,3,1,0,6,25,7,11
69213.4,6.99,88122.0,142.0,1,1,3,1,0,6,27,7,15
32808.5,6.99,140620.0,138.0,1,1,3,1,0,7,6,7,23
30945.0,5.99,120216.0,119.0,1,3,3,3,0,6,25,7,25
15329.5,5.99,344143.0,117.0,1,3,3,3,0,7,11,8,12
62516.0,11.99,157776.0,98.0,1,3,5,3,0,6,25,7,24
108703.0,11.99,157776.0,98.0,1,3,5,3,0,6,30,7,29
108703.0,11.99,400088.0,105.0,1,3,5,3,0,7,2,7,31
14210.7,5.99,366181.0,127.0,1,3,4,2,0,6,25,7,15
35122.0,4.99,174129.0,116.0,1,2,3,2,0,6,26,7,15
60529.25,4.99,174129.0,116.0,1,2,3,2,0,6,27,7,16
92811.15,4.99,508316.0,122.0,1,2,3,2,0,7,7,7,26
31901.0,6.99,143267.0,97.0,1,3,1,2,0,6,26,7,26
31442.0,6.99,749001.0,96.0,1,3,1,2,0,7,5,7,30
95034.0,5.99,62306.0,106.0,1,1,2,1,0,6,26,7,15
95034.0,5.99,400232.0,103.0,1,1,2,1,0,7,2,7,22
63356.0,5.99,400232.0,103.0,1,1,2,1,0,7,3,7,22
94434.0,5.99,400232.0,103.0,1,1,2,1,0,7,4,7,23
62620.0,5.99,400232.0,103.0,1,1,2,1,0,7,11,7,30
202787.18,6.99,241371.0,125.0,1,2,2,3,0,6,26,7,12
60575.6,5.99,228599.0,102.0,1,3,1,3,0,6,26,7,12
67135.35,5.99,132656.0,103.0,1,3,1,3,0,7,10,7,26
50305.5,11.99,357607.0,111.0,1,3,2,2,0,6,26,7,26
41584.85,6.99,656533.0,124.0,1,3,1,3,0,6,26,7,12
55651.7,6.99,180698.0,119.0,1,3,1,3,0,7,7,7,23
103270.8,6.99,180698.0,119.0,1,3,1,3,0,7,10,7,26
73601.8,6.99,180698.0,119.0,1,3,1,3,0,7,11,7,29
70118.1,6.99,180698.0,119.0,1,3,1,3,0,7,13,7,30
9568.17,6.99,180698.0,119.0,1,3,1,3,0,7,14,8,29
129228.0,6.99,180698.0,119.0,1,3,1,3,0,7,15,7,31
33740.0,5.99,236787.5,115.0,1,1,3,2,0,6,26,7,25
11468.5,6.99,157193.0,142.0,1,3,2,2,0,6,26,7,15
90528.8,6.99,152296.0,133.0,1,3,2,2,0,7,3,7,22
1076.2,6.99,152296.0,133.0,1,3,2,2,0,7,7,8,20
38968.12,6.99,152296.0,133.0,1,3,2,2,0,7,12,7,31
42133.4,5.99,126571.0,115.0,1,3,1,2,0,6,26,7,12
34046.32,5.99,629930.0,121.0,1,3,1,2,0,7,2,7,18
55138.29,5.99,629930.0,121.0,1,3,1,2,0,7,3,7,19
18352.6,5.99,629930.0,121.0,1,3,1,2,0,7,14,7,30
71711.65,5.99,71006.0,91.0,1,3,3,1,0,6,26,7,15
19725.9,5.99,71006.0,91.0,1,3,3,1,0,6,30,7,16
35852.45,5.99,71006.0,91.0,1,3,3,1,0,6,30,7,16
18942.55,5.99,675718.0,91.0,1,3,3,1,0,7,7,7,23
51636.8,5.99,675718.0,91.0,1,3,3,1,0,7,15,7,31
58125.0,11.99,213208.0,96.0,1,3,4,2,0,6,26,7,12
58275.0,11.99,173820.0,97.0,1,3,4,2,0,7,1,7,17
58275.0,11.99,173820.0,97.0,1,3,4,2,0,7,11,7,29
20459.48,4.99,125119.0,82.0,1,1,3,1,0,6,26,7,16
35106.0,5.99,161860.0,118.0,1,3,2,2,0,6,26,7,12
35153.0,5.99,195114.0,114.0,1,3,2,2,0,7,3,7,18
34953.0,5.99,195114.0,114.0,1,3,2,2,0,7,8,7,24
34953.0,5.99,195114.0,114.0,1,3,2,2,0,7,10,7,25
34953.0,5.99,195114.0,114.0,1,3,2,2,0,7,14,7,29
17476.49,5.99,195114.0,114.0,1,3,2,2,0,7,16,7,31
155968.25,5.99,226334.0,117.0,1,3,3,2,0,6,26,7,25
31451.51,5.99,259347.0,112.0,1,2,1,2,0,6,26,7,12
59261.23,6.99,636327.0,84.0,1,3,3,3,0,6,26,7,15
101110.09,6.99,636327.0,84.0,1,3,3,3,0,6,28,7,16
93146.5,6.99,46212.0,87.0,1,3,3,3,0,7,9,7,25
79610.0,6.99,46212.0,87.0,1,3,3,3,0,7,10,7,26
62315.59,5.99,228480.0,119.0,1,3,6,3,0,6,27,7,15
76966.35,5.99,210480.0,147.0,1,3,6,3,0,7,8,7,25
99338.84,5.99,255036.5,113.0,1,3,1,1,0,6,27,7,17
99037.83,5.99,255036.5,113.0,1,3,1,1,0,6,28,7,18
11363.55,5.99,166528.0,109.0,1,3,3,3,0,6,27,7,15
53840.24,5.99,624265.0,110.0,1,3,3,3,0,7,7,7,23
50167.5,4.99,316075.0,134.0,1,1,2,2,0,6,27,12,13
100012.67,4.99,316075.0,134.0,1,1,2,2,0,6,27,12,13
50038.5,4.99,340667.0,117.0,1,1,2,2,0,7,16,11,28
70564.86,5.99,187663.0,110.0,1,1,2,2,0,6,27,7,19
37643.38,6.99,87833.0,109.0,1,1,1,1,0,6,27,7,22
33898.85,6.99,185260.0,108.0,1,1,1,1,0,7,1,7,24
44911.32,6.99,185260.0,108.0,1,1,1,1,0,7,7,7,30
28676.35,8.99,235486.0,117.0,1,2,2,2,0,6,27,7,26
7202.83,8.99,235486.0,117.0,1,2,2,2,0,6,27,7,26
9666.69,8.99,476952.0,84.0,1,2,2,2,0,7,9,8,9
19919.24,8.99,476952.0,84.0,1,2,2,2,0,7,12,8,9
34151.7,4.99,381403.0,101.0,1,1,2,2,0,6,27,7,15
19783.2,4.99,381403.0,101.0,1,1,2,2,0,6,28,7,15
23895.8,4.99,538763.0,101.0,1,1,2,2,0,7,1,7,17
52898.2,4.99,538763.0,101.0,1,1,2,2,0,7,16,8,1
48352.44,4.99,85199.0,75.0,1,1,1,3,0,6,27,7,15
46702.44,4.99,148325.0,73.0,1,1,1,3,0,7,7,7,23
36093.75,6.99,241751.0,91.0,1,3,2,2,0,6,27,7,15
39105.2,4.99,49739.0,104.0,1,1,2,3,0,6,27,7,15
47450.84,4.99,295344.0,105.0,1,1,2,3,0,7,3,7,22
125756.4,4.99,338689.0,115.0,1,1,1,3,0,6,27,9,16
121978.92,4.99,583624.0,117.0,1,1,1,3,0,7,14,10,7
11449.2,11.99,98684.0,120.0,1,3,1,3,1,6,27,7,19
29548.12,11.99,73516.0,112.0,1,3,1,3,1,7,2,7,24
18048.07,11.99,73516.0,112.0,1,3,1,3,1,7,3,7,25
1072.8,11.99,73516.0,112.0,1,3,1,3,0,7,3,8,5
11449.2,11.99,73516.0,112.0,1,3,1,3,0,7,5,7,29
63940.0,5.99,441053.0,96.0,1,1,1,2,0,6,27,8,12
33069.42,5.99,431539.0,81.0,1,3,2,1,0,6,27,7,15
73346.6,5.99,250289.0,81.0,1,3,2,1,0,7,8,7,24
